SCC,num,specise,PSO4,PNO3,PEC,POC,PMFINE,
2230001110,92042,EXH__PM2_5,0.0086,0.0031,0.6146,0.3073,0.0664,1
2230001130,92042,EXH__PM2_5,0.0086,0.0031,0.6146,0.3073,0.0664,1
2230001150,92042,EXH__PM2_5,0.0086,0.0031,0.6146,0.3073,0.0664,1
2230001170,92042,EXH__PM2_5,0.0086,0.0031,0.6146,0.3073,0.0664,1
2230001190,92042,EXH__PM2_5,0.0086,0.0031,0.6146,0.3073,0.0664,1
2230001210,92042,EXH__PM2_5,0.0086,0.0031,0.6146,0.3073,0.0664,1
2230001230,92042,EXH__PM2_5,0.0086,0.0031,0.6146,0.3073,0.0664,1
2230001250,92042,EXH__PM2_5,0.0086,0.0031,0.6146,0.3073,0.0664,1
2230001270,92042,EXH__PM2_5,0.0086,0.0031,0.6146,0.3073,0.0664,1
2230001290,92042,EXH__PM2_5,0.0086,0.0031,0.6146,0.3073,0.0664,1
2230001310,92042,EXH__PM2_5,0.0086,0.0031,0.6146,0.3073,0.0664,1
2230001330,92042,EXH__PM2_5,0.0086,0.0031,0.6146,0.3073,0.0664,1
2230060110,92042,EXH__PM2_5,0.0086,0.0031,0.6146,0.3073,0.0664,1
2230060130,92042,EXH__PM2_5,0.0086,0.0031,0.6146,0.3073,0.0664,1
2230060150,92042,EXH__PM2_5,0.0086,0.0031,0.6146,0.3073,0.0664,1
2230060170,92042,EXH__PM2_5,0.0086,0.0031,0.6146,0.3073,0.0664,1
2230060190,92042,EXH__PM2_5,0.0086,0.0031,0.6146,0.3073,0.0664,1
2230060210,92042,EXH__PM2_5,0.0086,0.0031,0.6146,0.3073,0.0664,1
2230060230,92042,EXH__PM2_5,0.0086,0.0031,0.6146,0.3073,0.0664,1
2230060250,92042,EXH__PM2_5,0.0086,0.0031,0.6146,0.3073,0.0664,1
2230060270,92042,EXH__PM2_5,0.0086,0.0031,0.6146,0.3073,0.0664,1
2230060290,92042,EXH__PM2_5,0.0086,0.0031,0.6146,0.3073,0.0664,1
2230060310,92042,EXH__PM2_5,0.0086,0.0031,0.6146,0.3073,0.0664,1
2230060330,92042,EXH__PM2_5,0.0086,0.0031,0.6146,0.3073,0.0664,1
2230071110,92035,EXH__PM2_5,0.0029,0.0011,0.7712,0.1756,0.0491,0.9999
2230071130,92035,EXH__PM2_5,0.0029,0.0011,0.7712,0.1756,0.0491,0.9999
2230071150,92035,EXH__PM2_5,0.0029,0.0011,0.7712,0.1756,0.0491,0.9999
2230071170,92035,EXH__PM2_5,0.0029,0.0011,0.7712,0.1756,0.0491,0.9999
2230071190,92035,EXH__PM2_5,0.0029,0.0011,0.7712,0.1756,0.0491,0.9999
2230071210,92035,EXH__PM2_5,0.0029,0.0011,0.7712,0.1756,0.0491,0.9999
2230071230,92035,EXH__PM2_5,0.0029,0.0011,0.7712,0.1756,0.0491,0.9999
2230071250,92035,EXH__PM2_5,0.0029,0.0011,0.7712,0.1756,0.0491,0.9999
2230071270,92035,EXH__PM2_5,0.0029,0.0011,0.7712,0.1756,0.0491,0.9999
2230071290,92035,EXH__PM2_5,0.0029,0.0011,0.7712,0.1756,0.0491,0.9999
2230071310,92035,EXH__PM2_5,0.0029,0.0011,0.7712,0.1756,0.0491,0.9999
2230071330,92035,EXH__PM2_5,0.0029,0.0011,0.7712,0.1756,0.0491,0.9999
2230072110,92035,EXH__PM2_5,0.0029,0.0011,0.7712,0.1756,0.0491,0.9999
2230072130,92035,EXH__PM2_5,0.0029,0.0011,0.7712,0.1756,0.0491,0.9999
2230072150,92035,EXH__PM2_5,0.0029,0.0011,0.7712,0.1756,0.0491,0.9999
2230072170,92035,EXH__PM2_5,0.0029,0.0011,0.7712,0.1756,0.0491,0.9999
2230072190,92035,EXH__PM2_5,0.0029,0.0011,0.7712,0.1756,0.0491,0.9999
2230072210,92035,EXH__PM2_5,0.0029,0.0011,0.7712,0.1756,0.0491,0.9999
2230072230,92035,EXH__PM2_5,0.0029,0.0011,0.7712,0.1756,0.0491,0.9999
2230072250,92035,EXH__PM2_5,0.0029,0.0011,0.7712,0.1756,0.0491,0.9999
2230072270,92035,EXH__PM2_5,0.0029,0.0011,0.7712,0.1756,0.0491,0.9999
2230072290,92035,EXH__PM2_5,0.0029,0.0011,0.7712,0.1756,0.0491,0.9999
2230072310,92035,EXH__PM2_5,0.0029,0.0011,0.7712,0.1756,0.0491,0.9999
2230072330,92035,EXH__PM2_5,0.0029,0.0011,0.7712,0.1756,0.0491,0.9999
2230073110,92035,EXH__PM2_5,0.0029,0.0011,0.7712,0.1756,0.0491,0.9999
2230073130,92035,EXH__PM2_5,0.0029,0.0011,0.7712,0.1756,0.0491,0.9999
2230073150,92035,EXH__PM2_5,0.0029,0.0011,0.7712,0.1756,0.0491,0.9999
2230073170,92035,EXH__PM2_5,0.0029,0.0011,0.7712,0.1756,0.0491,0.9999
2230073190,92035,EXH__PM2_5,0.0029,0.0011,0.7712,0.1756,0.0491,0.9999
2230073210,92035,EXH__PM2_5,0.0029,0.0011,0.7712,0.1756,0.0491,0.9999
2230073230,92035,EXH__PM2_5,0.0029,0.0011,0.7712,0.1756,0.0491,0.9999
2230073250,92035,EXH__PM2_5,0.0029,0.0011,0.7712,0.1756,0.0491,0.9999
2230073270,92035,EXH__PM2_5,0.0029,0.0011,0.7712,0.1756,0.0491,0.9999
2230073290,92035,EXH__PM2_5,0.0029,0.0011,0.7712,0.1756,0.0491,0.9999
2230073310,92035,EXH__PM2_5,0.0029,0.0011,0.7712,0.1756,0.0491,0.9999
2230073330,92035,EXH__PM2_5,0.0029,0.0011,0.7712,0.1756,0.0491,0.9999
2230074110,92035,EXH__PM2_5,0.0029,0.0011,0.7712,0.1756,0.0491,0.9999
2230074130,92035,EXH__PM2_5,0.0029,0.0011,0.7712,0.1756,0.0491,0.9999
2230074150,92035,EXH__PM2_5,0.0029,0.0011,0.7712,0.1756,0.0491,0.9999
2230074170,92035,EXH__PM2_5,0.0029,0.0011,0.7712,0.1756,0.0491,0.9999
2230074190,92035,EXH__PM2_5,0.0029,0.0011,0.7712,0.1756,0.0491,0.9999
2230074210,92035,EXH__PM2_5,0.0029,0.0011,0.7712,0.1756,0.0491,0.9999
2230074230,92035,EXH__PM2_5,0.0029,0.0011,0.7712,0.1756,0.0491,0.9999
2230074250,92035,EXH__PM2_5,0.0029,0.0011,0.7712,0.1756,0.0491,0.9999
2230074270,92035,EXH__PM2_5,0.0029,0.0011,0.7712,0.1756,0.0491,0.9999
2230074290,92035,EXH__PM2_5,0.0029,0.0011,0.7712,0.1756,0.0491,0.9999
2230074310,92035,EXH__PM2_5,0.0029,0.0011,0.7712,0.1756,0.0491,0.9999
2230074330,92035,EXH__PM2_5,0.0029,0.0011,0.7712,0.1756,0.0491,0.9999
2230075110,92035,EXH__PM2_5,0.0029,0.0011,0.7712,0.1756,0.0491,0.9999
2230075130,92035,EXH__PM2_5,0.0029,0.0011,0.7712,0.1756,0.0491,0.9999
2230075150,92035,EXH__PM2_5,0.0029,0.0011,0.7712,0.1756,0.0491,0.9999
2230075170,92035,EXH__PM2_5,0.0029,0.0011,0.7712,0.1756,0.0491,0.9999
2230075190,92035,EXH__PM2_5,0.0029,0.0011,0.7712,0.1756,0.0491,0.9999
2230075210,92035,EXH__PM2_5,0.0029,0.0011,0.7712,0.1756,0.0491,0.9999
2230075230,92035,EXH__PM2_5,0.0029,0.0011,0.7712,0.1756,0.0491,0.9999
2230075250,92035,EXH__PM2_5,0.0029,0.0011,0.7712,0.1756,0.0491,0.9999
2230075270,92035,EXH__PM2_5,0.0029,0.0011,0.7712,0.1756,0.0491,0.9999
2230075290,92035,EXH__PM2_5,0.0029,0.0011,0.7712,0.1756,0.0491,0.9999
2230075310,92035,EXH__PM2_5,0.0029,0.0011,0.7712,0.1756,0.0491,0.9999
2230075330,92035,EXH__PM2_5,0.0029,0.0011,0.7712,0.1756,0.0491,0.9999
2270000000,92035,PM2_5,0.0029,0.0011,0.7712,0.1756,0.0491,0.9999
2270001060,92035,EXH__PM2_5,0.0029,0.0011,0.7712,0.1756,0.0491,0.9999
2270002000,92035,EXH__PM2_5,0.0029,0.0011,0.7712,0.1756,0.0491,0.9999
2270002003,92035,EXH__PM2_5,0.0029,0.0011,0.7712,0.1756,0.0491,0.9999
2270002006,92035,EXH__PM2_5,0.0029,0.0011,0.7712,0.1756,0.0491,0.9999
2270002009,92035,EXH__PM2_5,0.0029,0.0011,0.7712,0.1756,0.0491,0.9999
2270002015,92035,EXH__PM2_5,0.0029,0.0011,0.7712,0.1756,0.0491,0.9999
2270002018,92035,EXH__PM2_5,0.0029,0.0011,0.7712,0.1756,0.0491,0.9999
2270002021,92035,EXH__PM2_5,0.0029,0.0011,0.7712,0.1756,0.0491,0.9999
2270002024,92035,EXH__PM2_5,0.0029,0.0011,0.7712,0.1756,0.0491,0.9999
2270002027,92035,EXH__PM2_5,0.0029,0.0011,0.7712,0.1756,0.0491,0.9999
2270002030,92035,EXH__PM2_5,0.0029,0.0011,0.7712,0.1756,0.0491,0.9999
2270002033,92035,EXH__PM2_5,0.0029,0.0011,0.7712,0.1756,0.0491,0.9999
2270002036,92035,EXH__PM2_5,0.0029,0.0011,0.7712,0.1756,0.0491,0.9999
2270002039,92035,EXH__PM2_5,0.0029,0.0011,0.7712,0.1756,0.0491,0.9999
2270002042,92035,EXH__PM2_5,0.0029,0.0011,0.7712,0.1756,0.0491,0.9999
2270002045,92035,EXH__PM2_5,0.0029,0.0011,0.7712,0.1756,0.0491,0.9999
2270002048,92035,EXH__PM2_5,0.0029,0.0011,0.7712,0.1756,0.0491,0.9999
2270002051,92035,EXH__PM2_5,0.0029,0.0011,0.7712,0.1756,0.0491,0.9999
2270002054,92035,EXH__PM2_5,0.0029,0.0011,0.7712,0.1756,0.0491,0.9999
2270002057,92035,EXH__PM2_5,0.0029,0.0011,0.7712,0.1756,0.0491,0.9999
2270002060,92035,EXH__PM2_5,0.0029,0.0011,0.7712,0.1756,0.0491,0.9999
2270002066,92035,EXH__PM2_5,0.0029,0.0011,0.7712,0.1756,0.0491,0.9999
2270002069,92035,EXH__PM2_5,0.0029,0.0011,0.7712,0.1756,0.0491,0.9999
2270002072,92035,EXH__PM2_5,0.0029,0.0011,0.7712,0.1756,0.0491,0.9999
2270002075,92035,EXH__PM2_5,0.0029,0.0011,0.7712,0.1756,0.0491,0.9999
2270002078,92035,EXH__PM2_5,0.0029,0.0011,0.7712,0.1756,0.0491,0.9999
2270002081,92035,EXH__PM2_5,0.0029,0.0011,0.7712,0.1756,0.0491,0.9999
2270003000,92035,EXH__PM2_5,0.0029,0.0011,0.7712,0.1756,0.0491,0.9999
2270003010,92035,EXH__PM2_5,0.0029,0.0011,0.7712,0.1756,0.0491,0.9999
2270003020,92035,EXH__PM2_5,0.0029,0.0011,0.7712,0.1756,0.0491,0.9999
2270003030,92035,EXH__PM2_5,0.0029,0.0011,0.7712,0.1756,0.0491,0.9999
2270003040,92035,EXH__PM2_5,0.0029,0.0011,0.7712,0.1756,0.0491,0.9999
2270003050,92035,EXH__PM2_5,0.0029,0.0011,0.7712,0.1756,0.0491,0.9999
2270003060,92035,EXH__PM2_5,0.0029,0.0011,0.7712,0.1756,0.0491,0.9999
2270003070,92035,EXH__PM2_5,0.0029,0.0011,0.7712,0.1756,0.0491,0.9999
2270004000,92035,EXH__PM2_5,0.0029,0.0011,0.7712,0.1756,0.0491,0.9999
2270004031,92035,EXH__PM2_5,0.0029,0.0011,0.7712,0.1756,0.0491,0.9999
2270004036,92035,EXH__PM2_5,0.0029,0.0011,0.7712,0.1756,0.0491,0.9999
2270004046,92035,EXH__PM2_5,0.0029,0.0011,0.7712,0.1756,0.0491,0.9999
2270004056,92035,EXH__PM2_5,0.0029,0.0011,0.7712,0.1756,0.0491,0.9999
2270004066,92035,EXH__PM2_5,0.0029,0.0011,0.7712,0.1756,0.0491,0.9999
2270004071,92035,EXH__PM2_5,0.0029,0.0011,0.7712,0.1756,0.0491,0.9999
2270004076,92035,EXH__PM2_5,0.0029,0.0011,0.7712,0.1756,0.0491,0.9999
2270005000,92035,EXH__PM2_5,0.0029,0.0011,0.7712,0.1756,0.0491,0.9999
2270005010,92035,EXH__PM2_5,0.0029,0.0011,0.7712,0.1756,0.0491,0.9999
2270005015,92035,EXH__PM2_5,0.0029,0.0011,0.7712,0.1756,0.0491,0.9999
2270005020,92035,EXH__PM2_5,0.0029,0.0011,0.7712,0.1756,0.0491,0.9999
2270005025,92035,EXH__PM2_5,0.0029,0.0011,0.7712,0.1756,0.0491,0.9999
2270005030,92035,EXH__PM2_5,0.0029,0.0011,0.7712,0.1756,0.0491,0.9999
2270005035,92035,EXH__PM2_5,0.0029,0.0011,0.7712,0.1756,0.0491,0.9999
2270005040,92035,EXH__PM2_5,0.0029,0.0011,0.7712,0.1756,0.0491,0.9999
2270005045,92035,EXH__PM2_5,0.0029,0.0011,0.7712,0.1756,0.0491,0.9999
2270005050,92035,EXH__PM2_5,0.0029,0.0011,0.7712,0.1756,0.0491,0.9999
2270005055,92035,EXH__PM2_5,0.0029,0.0011,0.7712,0.1756,0.0491,0.9999
2270005060,92035,EXH__PM2_5,0.0029,0.0011,0.7712,0.1756,0.0491,0.9999
2270006000,92035,EXH__PM2_5,0.0029,0.0011,0.7712,0.1756,0.0491,0.9999
2270006005,92035,EXH__PM2_5,0.0029,0.0011,0.7712,0.1756,0.0491,0.9999
2270006010,92035,EXH__PM2_5,0.0029,0.0011,0.7712,0.1756,0.0491,0.9999
2270006015,92035,EXH__PM2_5,0.0029,0.0011,0.7712,0.1756,0.0491,0.9999
2270006020,92035,EXH__PM2_5,0.0029,0.0011,0.7712,0.1756,0.0491,0.9999
2270006025,92035,EXH__PM2_5,0.0029,0.0011,0.7712,0.1756,0.0491,0.9999
2270006030,92035,EXH__PM2_5,0.0029,0.0011,0.7712,0.1756,0.0491,0.9999
2270006035,92035,EXH__PM2_5,0.0029,0.0011,0.7712,0.1756,0.0491,0.9999
2270007000,92035,EXH__PM2_5,0.0029,0.0011,0.7712,0.1756,0.0491,0.9999
2270007010,92035,EXH__PM2_5,0.0029,0.0011,0.7712,0.1756,0.0491,0.9999
2270007015,92035,EXH__PM2_5,0.0029,0.0011,0.7712,0.1756,0.0491,0.9999
2270008000,92035,EXH__PM2_5,0.0029,0.0011,0.7712,0.1756,0.0491,0.9999
2270008005,92035,EXH__PM2_5,0.0029,0.0011,0.7712,0.1756,0.0491,0.9999
2270009010,92035,EXH__PM2_5,0.0029,0.0011,0.7712,0.1756,0.0491,0.9999
2270010010,92035,EXH__PM2_5,0.0029,0.0011,0.7712,0.1756,0.0491,0.9999
2280000000,92035,PM2_5,0.0029,0.0011,0.7712,0.1756,0.0491,0.9999
2280002000,92035,PM2_5,0.0029,0.0011,0.7712,0.1756,0.0491,0.9999
2280002100,92035,PM2_5,0.0029,0.0011,0.7712,0.1756,0.0491,0.9999
2280002200,92035,PM2_5,0.0029,0.0011,0.7712,0.1756,0.0491,0.9999
2282020000,92035,EXH__PM2_5,0.0029,0.0011,0.7712,0.1756,0.0491,0.9999
2282020005,92035,EXH__PM2_5,0.0029,0.0011,0.7712,0.1756,0.0491,0.9999
2282020005,92035,PM2_5,0.0029,0.0011,0.7712,0.1756,0.0491,0.9999
2282020010,92035,EXH__PM2_5,0.0029,0.0011,0.7712,0.1756,0.0491,0.9999
2282020010,92035,PM2_5,0.0029,0.0011,0.7712,0.1756,0.0491,0.9999
2285002000,92035,PM2_5,0.0029,0.0011,0.7712,0.1756,0.0491,0.9999
2285002006,92035,PM2_5,0.0029,0.0011,0.7712,0.1756,0.0491,0.9999
2285002007,92035,PM2_5,0.0029,0.0011,0.7712,0.1756,0.0491,0.9999
2285002008,92035,PM2_5,0.0029,0.0011,0.7712,0.1756,0.0491,0.9999
2285002009,92035,PM2_5,0.0029,0.0011,0.7712,0.1756,0.0491,0.9999
2285002010,92035,PM2_5,0.0029,0.0011,0.7712,0.1756,0.0491,0.9999
2285002015,92035,EXH__PM2_5,0.0029,0.0011,0.7712,0.1756,0.0491,0.9999
2285002015,92035,PM2_5,0.0029,0.0011,0.7712,0.1756,0.0491,0.9999
2280002010,92035,PM2_5,0.0029,0.0011,0.7712,0.1756,0.0491,0.9999
2280002020,92035,PM2_5,0.0029,0.0011,0.7712,0.1756,0.0491,0.9999
2280002030,92035,PM2_5,0.0029,0.0011,0.7712,0.1756,0.0491,0.9999
39999999,CANPT,PM2_5,0.12,#N/A,0.02,0.01,0.85,#N/A
39999999,CANPT,PM2_5,0.12,#N/A,0.02,0.01,0.85,#N/A
39999999,CANPT,PM2_5,0.12,#N/A,0.02,0.01,0.85,#N/A
39999999,CANPT,PM2_5,0.12,#N/A,0.02,0.01,0.85,#N/A
39999999,CANPT,PM2_5,0.12,#N/A,0.02,0.01,0.85,#N/A
39999999,CANPT,PM2_5,0.12,#N/A,0.02,0.01,0.85,#N/A
39999999,CANPT,PM2_5,0.12,#N/A,0.02,0.01,0.85,#N/A
39999999,CANPT,PM2_5,0.12,#N/A,0.02,0.01,0.85,#N/A
39999999,CANPT,PM2_5,0.12,#N/A,0.02,0.01,0.85,#N/A
39999999,CANPT,PM2_5,0.12,#N/A,0.02,0.01,0.85,#N/A
39999999,CANPT,PM2_5,0.12,#N/A,0.02,0.01,0.85,#N/A
39999999,CANPT,PM2_5,0.12,#N/A,0.02,0.01,0.85,#N/A
39999999,CANPT,PM2_5,0.12,#N/A,0.02,0.01,0.85,#N/A
39999999,CANPT,PM2_5,0.12,#N/A,0.02,0.01,0.85,#N/A
39999999,CANPT,PM2_5,0.12,#N/A,0.02,0.01,0.85,#N/A
39999999,CANPT,PM2_5,0.12,#N/A,0.02,0.01,0.85,#N/A
39999999,CANPT,PM2_5,0.12,#N/A,0.02,0.01,0.85,#N/A
39999999,CANPT,PM2_5,0.12,#N/A,0.02,0.01,0.85,#N/A
39999999,CANPT,PM2_5,0.12,#N/A,0.02,0.01,0.85,#N/A
39999999,CANPT,PM2_5,0.12,#N/A,0.02,0.01,0.85,#N/A
39999999,CANPT,PM2_5,0.12,#N/A,0.02,0.01,0.85,#N/A
39999999,CANPT,PM2_5,0.12,#N/A,0.02,0.01,0.85,#N/A
39999999,CANPT,PM2_5,0.12,#N/A,0.02,0.01,0.85,#N/A
39999999,CANPT,PM2_5,0.12,#N/A,0.02,0.01,0.85,#N/A
39999999,CANPT,PM2_5,0.12,#N/A,0.02,0.01,0.85,#N/A
39999999,CANPT,PM2_5,0.12,#N/A,0.02,0.01,0.85,#N/A
10100101,92084,PM2_5,0.1267,0.0016,0.0188,0.0263,0.8266,1
10100102,92084,PM2_5,0.1267,0.0016,0.0188,0.0263,0.8266,1
10100200,92084,PM2_5,0.1267,0.0016,0.0188,0.0263,0.8266,1
10100201,92084,PM2_5,0.1267,0.0016,0.0188,0.0263,0.8266,1
10100202,92084,PM2_5,0.1267,0.0016,0.0188,0.0263,0.8266,1
10100203,92084,PM2_5,0.1267,0.0016,0.0188,0.0263,0.8266,1
10100204,92084,PM2_5,0.1267,0.0016,0.0188,0.0263,0.8266,1
10100205,92084,PM2_5,0.1267,0.0016,0.0188,0.0263,0.8266,1
10100212,92084,PM2_5,0.1267,0.0016,0.0188,0.0263,0.8266,1
10100215,92084,PM2_5,0.1267,0.0016,0.0188,0.0263,0.8266,1
10100217,92084,PM2_5,0.1267,0.0016,0.0188,0.0263,0.8266,1
10100218,92084,PM2_5,0.1267,0.0016,0.0188,0.0263,0.8266,1
10100221,92084,PM2_5,0.1267,0.0016,0.0188,0.0263,0.8266,1
10100222,92084,PM2_5,0.1267,0.0016,0.0188,0.0263,0.8266,1
10100223,92084,PM2_5,0.1267,0.0016,0.0188,0.0263,0.8266,1
10100224,92084,PM2_5,0.1267,0.0016,0.0188,0.0263,0.8266,1
10100226,92084,PM2_5,0.1267,0.0016,0.0188,0.0263,0.8266,1
10100300,92057,PM2_5,0.1044,0.0054,0.0197,0.3924,0.478,0.9999
10100301,92057,PM2_5,0.1044,0.0054,0.0197,0.3924,0.478,0.9999
10100302,92057,PM2_5,0.1044,0.0054,0.0197,0.3924,0.478,0.9999
10100303,92057,PM2_5,0.1044,0.0054,0.0197,0.3924,0.478,0.9999
10100306,92057,PM2_5,0.1044,0.0054,0.0197,0.3924,0.478,0.9999
10100400,92072,PM2_5,0.44,#N/A,0.01,0.01,0.54,#N/A
10100401,92072,PM2_5,0.44,#N/A,0.01,0.01,0.54,#N/A
10100404,92072,PM2_5,0.44,#N/A,0.01,0.01,0.54,#N/A
10100405,92072,PM2_5,0.44,#N/A,0.01,0.01,0.54,#N/A
10100501,92025,PM2_5,0.19,#N/A,0.1,0.25,0.46,#N/A
10100504,92025,PM2_5,0.19,#N/A,0.1,0.25,0.46,#N/A
10100505,92025,PM2_5,0.19,#N/A,0.1,0.25,0.46,#N/A
10100600,92048,PM2_5,0.086,0.021,0.384,0.247,0.262,1
10100601,92048,PM2_5,0.086,0.021,0.384,0.247,0.262,1
10100602,92048,PM2_5,0.086,0.021,0.384,0.247,0.262,1
10100604,92048,PM2_5,0.086,0.021,0.384,0.247,0.262,1
10100701,92048,PM2_5,0.086,0.021,0.384,0.247,0.262,1
10100702,92048,PM2_5,0.086,0.021,0.384,0.247,0.262,1
10100801,92084,PM2_5,0.1267,0.0016,0.0188,0.0263,0.8266,1
10100901,92091,PM2_5,0.078,#N/A,0.138,0.326,0.458,#N/A
10100902,92091,PM2_5,0.078,#N/A,0.138,0.326,0.458,#N/A
10100903,92091,PM2_5,0.078,#N/A,0.138,0.326,0.458,#N/A
10100911,92091,PM2_5,0.078,#N/A,0.138,0.326,0.458,#N/A
10101001,92048,PM2_5,0.086,0.021,0.384,0.247,0.262,1
10101002,92048,PM2_5,0.086,0.021,0.384,0.247,0.262,1
10101003,92048,PM2_5,0.086,0.021,0.384,0.247,0.262,1
10101101,92091,PM2_5,0.078,#N/A,0.138,0.326,0.458,#N/A
10101201,92082,PM2_5,0.057,0.0142,0.0152,0.0841,0.8295,1
10101202,92082,PM2_5,0.057,0.0142,0.0152,0.0841,0.8295,1
10101301,92072,PM2_5,0.44,#N/A,0.01,0.01,0.54,#N/A
10101302,92072,PM2_5,0.44,#N/A,0.01,0.01,0.54,#N/A
10101501,92048,PM2_5,0.086,0.021,0.384,0.247,0.262,1
10101502,92052,PM2_5,0.0551,0.0016,0.0441,0.0877,0.8115,1
10102100,92052,PM2_5,0.0551,0.0016,0.0441,0.0877,0.8115,1
10200060,92048,PM2_5,0.086,0.021,0.384,0.247,0.262,1
10200101,92084,PM2_5,0.1267,0.0016,0.0188,0.0263,0.8266,1
10200104,92084,PM2_5,0.1267,0.0016,0.0188,0.0263,0.8266,1
10200201,92084,PM2_5,0.1267,0.0016,0.0188,0.0263,0.8266,1
10200202,92084,PM2_5,0.1267,0.0016,0.0188,0.0263,0.8266,1
10200203,92084,PM2_5,0.1267,0.0016,0.0188,0.0263,0.8266,1
10200204,92084,PM2_5,0.1267,0.0016,0.0188,0.0263,0.8266,1
10200205,92084,PM2_5,0.1267,0.0016,0.0188,0.0263,0.8266,1
10200206,92084,PM2_5,0.1267,0.0016,0.0188,0.0263,0.8266,1
10200210,92084,PM2_5,0.1267,0.0016,0.0188,0.0263,0.8266,1
10200212,92084,PM2_5,0.1267,0.0016,0.0188,0.0263,0.8266,1
10200217,92084,PM2_5,0.1267,0.0016,0.0188,0.0263,0.8266,1
10200218,92084,PM2_5,0.1267,0.0016,0.0188,0.0263,0.8266,1
10200219,92084,PM2_5,0.1267,0.0016,0.0188,0.0263,0.8266,1
10200222,92084,PM2_5,0.1267,0.0016,0.0188,0.0263,0.8266,1
10200224,92084,PM2_5,0.1267,0.0016,0.0188,0.0263,0.8266,1
10200225,92084,PM2_5,0.1267,0.0016,0.0188,0.0263,0.8266,1
10200226,92084,PM2_5,0.1267,0.0016,0.0188,0.0263,0.8266,1
10200306,92057,PM2_5,0.1044,0.0054,0.0197,0.3924,0.478,0.9999
10200307,92057,PM2_5,0.1044,0.0054,0.0197,0.3924,0.478,0.9999
10200401,92072,PM2_5,0.44,#N/A,0.01,0.01,0.54,#N/A
10200402,92072,PM2_5,0.44,#N/A,0.01,0.01,0.54,#N/A
10200403,92072,PM2_5,0.44,#N/A,0.01,0.01,0.54,#N/A
10200404,92072,PM2_5,0.44,#N/A,0.01,0.01,0.54,#N/A
10200405,92072,PM2_5,0.44,#N/A,0.01,0.01,0.54,#N/A
10200501,92025,PM2_5,0.19,#N/A,0.1,0.25,0.46,#N/A
10200502,92025,PM2_5,0.19,#N/A,0.1,0.25,0.46,#N/A
10200503,92025,PM2_5,0.19,#N/A,0.1,0.25,0.46,#N/A
10200504,92025,PM2_5,0.19,#N/A,0.1,0.25,0.46,#N/A
10200505,92025,PM2_5,0.19,#N/A,0.1,0.25,0.46,#N/A
10200601,92048,PM2_5,0.086,0.021,0.384,0.247,0.262,1
10200602,92048,PM2_5,0.086,0.021,0.384,0.247,0.262,1
10200603,92048,PM2_5,0.086,0.021,0.384,0.247,0.262,1
10200604,92048,PM2_5,0.086,0.021,0.384,0.247,0.262,1
10200691,92048,PM2_5,0.086,0.021,0.384,0.247,0.262,1
10200692,92048,PM2_5,0.086,0.021,0.384,0.247,0.262,1
10200699,92048,PM2_5,0.086,0.021,0.384,0.247,0.262,1
10200701,92048,PM2_5,0.086,0.021,0.384,0.247,0.262,1
10200702,92048,PM2_5,0.086,0.021,0.384,0.247,0.262,1
10200704,92048,PM2_5,0.086,0.021,0.384,0.247,0.262,1
10200707,92048,PM2_5,0.086,0.021,0.384,0.247,0.262,1
10200710,92048,PM2_5,0.086,0.021,0.384,0.247,0.262,1
10200732,92048,PM2_5,0.086,0.021,0.384,0.247,0.262,1
10200733,92052,PM2_5,0.0551,0.0016,0.0441,0.0877,0.8115,1
10200799,92048,PM2_5,0.086,0.021,0.384,0.247,0.262,1
10200802,92084,PM2_5,0.1267,0.0016,0.0188,0.0263,0.8266,1
10200804,92084,PM2_5,0.1267,0.0016,0.0188,0.0263,0.8266,1
10200901,92091,PM2_5,0.078,#N/A,0.138,0.326,0.458,#N/A
10200902,92091,PM2_5,0.078,#N/A,0.138,0.326,0.458,#N/A
10200903,92091,PM2_5,0.078,#N/A,0.138,0.326,0.458,#N/A
10200904,92091,PM2_5,0.078,#N/A,0.138,0.326,0.458,#N/A
10200905,92091,PM2_5,0.078,#N/A,0.138,0.326,0.458,#N/A
10200906,92091,PM2_5,0.078,#N/A,0.138,0.326,0.458,#N/A
10200907,92091,PM2_5,0.078,#N/A,0.138,0.326,0.458,#N/A
10200908,92091,PM2_5,0.078,#N/A,0.138,0.326,0.458,#N/A
10200910,92091,PM2_5,0.078,#N/A,0.138,0.326,0.458,#N/A
10200911,92091,PM2_5,0.078,#N/A,0.138,0.326,0.458,#N/A
10200912,92091,PM2_5,0.078,#N/A,0.138,0.326,0.458,#N/A
10200992,92091,PM2_5,0.078,#N/A,0.138,0.326,0.458,#N/A
10200998,92091,PM2_5,0.078,#N/A,0.138,0.326,0.458,#N/A
10200999,92091,PM2_5,0.078,#N/A,0.138,0.326,0.458,#N/A
10201001,92048,PM2_5,0.086,0.021,0.384,0.247,0.262,1
10201002,92048,PM2_5,0.086,0.021,0.384,0.247,0.262,1
10201003,92048,PM2_5,0.086,0.021,0.384,0.247,0.262,1
10201101,92091,PM2_5,0.078,#N/A,0.138,0.326,0.458,#N/A
10201201,92082,PM2_5,0.057,0.0142,0.0152,0.0841,0.8295,1
10201202,92082,PM2_5,0.057,0.0142,0.0152,0.0841,0.8295,1
10201301,92072,PM2_5,0.44,#N/A,0.01,0.01,0.54,#N/A
10201302,92072,PM2_5,0.44,#N/A,0.01,0.01,0.54,#N/A
